sector;pregunta;respuesta
EL VALLE;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
EL VALLE;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
EL VALLE;Ducha en buen estado y operativa con agua caliente;Si
EL VALLE;Ausencia de insumos y/o materiales a la interperie;Si
EL VALLE;Ausencia de animales silvestres dentro de las instalaciones ;NO
EL VALLE;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
EL VALLE;Puerta de caseta danesa cerrada;nan
EL VALLE;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
EL VALLE;Pediluvio disponible y operativo;Si
EL VALLE;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
EL VALLE;Verificación de uso adecuado de banca danesa;Bueno
EL VALLE;Portón incubadora cerrado;nan
EL VALLE;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
EL VALLE;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
EL VALLE;Pediluvio disponible y operativo;nan
EL VALLE;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
EL VALLE;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
EL VALLE;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
LA ESMERALDA;Arco de desinfección cumple a cabalidad con su función;Si
LA ESMERALDA;Cámara de fumigación cumple a cabalidad su función;Si
LA ESMERALDA;Disponibilidad de canastillo para desinfección de herramientas;Si
LA ESMERALDA;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LA ESMERALDA;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LA ESMERALDA;Ducha en buen estado y operativa con agua caliente;Si
LA ESMERALDA;Ausencia de insumos y/o materiales a la interperie;Si
LA ESMERALDA;Ausencia de animales silvestres dentro de las instalaciones ;NO
LA ESMERALDA;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
LA ESMERALDA;Puerta de caseta danesa cerrada;nan
LA ESMERALDA;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
LA ESMERALDA;Pediluvio disponible y operativo;Si
LA ESMERALDA;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
LA ESMERALDA;Verificación de uso adecuado de banca danesa;Bueno
LA ESMERALDA;Portón incubadora cerrado;nan
LA ESMERALDA;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
LA ESMERALDA;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
LA ESMERALDA;Pediluvio disponible y operativo;nan
LA ESMERALDA;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
LA ESMERALDA;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
LA ESMERALDA;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
SAN PEDRO;Arco de desinfección cumple a cabalidad con su función;Si
SAN PEDRO;Cámara de fumigación cumple a cabalidad su función;Si
SAN PEDRO;Disponibilidad de canastillo para desinfección de herramientas;Si
SAN PEDRO;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
SAN PEDRO;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
SAN PEDRO;Ducha en buen estado y operativa con agua caliente;Si
SAN PEDRO;Ausencia de insumos y/o materiales a la interperie;Si
SAN PEDRO;Ausencia de animales silvestres dentro de las instalaciones ;Si
SAN PEDRO;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
SAN PEDRO;Puerta de caseta danesa cerrada;Si
SAN PEDRO;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
SAN PEDRO;Pediluvio disponible y operativo;Si
SAN PEDRO;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
SAN PEDRO;Verificación de uso adecuado de banca danesa;Bueno
SAN PEDRO;Portón incubadora cerrado;nan
SAN PEDRO;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
SAN PEDRO;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
SAN PEDRO;Pediluvio disponible y operativo;nan
SAN PEDRO;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
SAN PEDRO;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
SAN PEDRO;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
RUBIANA 5;Arco de desinfección cumple a cabalidad con su función;NO
RUBIANA 5;Cámara de fumigación cumple a cabalidad su función;NO
RUBIANA 5;Disponibilidad de canastillo para desinfección de herramientas;Si
RUBIANA 5;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
RUBIANA 5;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
RUBIANA 5;Ducha en buen estado y operativa con agua caliente;Si
RUBIANA 5;Ausencia de insumos y/o materiales a la interperie;Si
RUBIANA 5;Ausencia de animales silvestres dentro de las instalaciones ;NO
RUBIANA 5;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
RUBIANA 5;Puerta de caseta danesa cerrada;Si
RUBIANA 5;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
RUBIANA 5;Pediluvio disponible y operativo;Si
RUBIANA 5;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
RUBIANA 5;Verificación de uso adecuado de banca danesa;Si
RUBIANA 5;Portón incubadora cerrado;nan
RUBIANA 5;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
RUBIANA 5;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
RUBIANA 5;Pediluvio disponible y operativo;nan
RUBIANA 5;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
RUBIANA 5;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Regular
RUBIANA 5;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Las Cornizas;Arco de desinfección cumple a cabalidad con su función;Si
Las Cornizas;Cámara de fumigación cumple a cabalidad su función;Si
Las Cornizas;Disponibilidad de canastillo para desinfección de herramientas;Si
Las Cornizas;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Las Cornizas;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Las Cornizas;Ducha en buen estado y operativa con agua caliente;Si
Las Cornizas;Ausencia de insumos y/o materiales a la interperie;Si
Las Cornizas;Ausencia de animales silvestres dentro de las instalaciones ;NO
Las Cornizas;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Las Cornizas;Puerta de caseta danesa cerrada;Si
Las Cornizas;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Las Cornizas;Pediluvio disponible y operativo;Si
Las Cornizas;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Las Cornizas;Verificación de uso adecuado de banca danesa;Bueno
Las Cornizas;Portón incubadora cerrado;nan
Las Cornizas;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Las Cornizas;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Las Cornizas;Pediluvio disponible y operativo;nan
Las Cornizas;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Las Cornizas;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Las Cornizas;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Chifri;Arco de desinfección cumple a cabalidad con su función;Si
Chifri;Cámara de fumigación cumple a cabalidad su función;Si
Chifri;Disponibilidad de canastillo para desinfección de herramientas;Si
Chifri;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Chifri;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Chifri;Ducha en buen estado y operativa con agua caliente;Si
Chifri;Ausencia de insumos y/o materiales a la interperie;Si
Chifri;Ausencia de animales silvestres dentro de las instalaciones ;NO
Chifri;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Chifri;Puerta de caseta danesa cerrada;Si
Chifri;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Chifri;Pediluvio disponible y operativo;Si
Chifri;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Chifri;Verificación de uso adecuado de banca danesa;Bueno
Chifri;Portón incubadora cerrado;nan
Chifri;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Chifri;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Chifri;Pediluvio disponible y operativo;nan
Chifri;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Chifri;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Chifri;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Dusett;Arco de desinfección cumple a cabalidad con su función;Si
Dusett;Cámara de fumigación cumple a cabalidad su función;Si
Dusett;Disponibilidad de canastillo para desinfección de herramientas;Si
Dusett;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Dusett;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Dusett;Ducha en buen estado y operativa con agua caliente;Si
Dusett;Ausencia de insumos y/o materiales a la interperie;Si
Dusett;Ausencia de animales silvestres dentro de las instalaciones ;NO
Dusett;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Dusett;Puerta de caseta danesa cerrada;Si
Dusett;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Dusett;Pediluvio disponible y operativo;Si
Dusett;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Dusett;Verificación de uso adecuado de banca danesa;Bueno
Dusett;Portón incubadora cerrado;nan
Dusett;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Dusett;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Dusett;Pediluvio disponible y operativo;nan
Dusett;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Dusett;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Dusett;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
LA LIGUANA;Arco de desinfección cumple a cabalidad con su función;Si
LA LIGUANA;Cámara de fumigación cumple a cabalidad su función;Si
LA LIGUANA;Disponibilidad de canastillo para desinfección de herramientas;Si
LA LIGUANA;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LA LIGUANA;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LA LIGUANA;Ducha en buen estado y operativa con agua caliente;Si
LA LIGUANA;Ausencia de insumos y/o materiales a la interperie;Si
LA LIGUANA;Ausencia de animales silvestres dentro de las instalaciones ;Si
LA LIGUANA;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
LA LIGUANA;Puerta de caseta danesa cerrada;Si
LA LIGUANA;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
LA LIGUANA;Pediluvio disponible y operativo;Si
LA LIGUANA;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
LA LIGUANA;Verificación de uso adecuado de banca danesa;Bueno
LA LIGUANA;Portón incubadora cerrado;nan
LA LIGUANA;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
LA LIGUANA;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
LA LIGUANA;Pediluvio disponible y operativo;nan
LA LIGUANA;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
LA LIGUANA;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
LA LIGUANA;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
SAN AGUSTIN;Arco de desinfección cumple a cabalidad con su función;Si
SAN AGUSTIN;Cámara de fumigación cumple a cabalidad su función;Si
SAN AGUSTIN;Disponibilidad de canastillo para desinfección de herramientas;Si
SAN AGUSTIN;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
SAN AGUSTIN;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
SAN AGUSTIN;Ducha en buen estado y operativa con agua caliente;Si
SAN AGUSTIN;Ausencia de insumos y/o materiales a la interperie;Si
SAN AGUSTIN;Ausencia de animales silvestres dentro de las instalaciones ;Si
SAN AGUSTIN;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
SAN AGUSTIN;Puerta de caseta danesa cerrada;Si
SAN AGUSTIN;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
SAN AGUSTIN;Pediluvio disponible y operativo;Si
SAN AGUSTIN;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
SAN AGUSTIN;Verificación de uso adecuado de banca danesa;Bueno
SAN AGUSTIN;Portón incubadora cerrado;nan
SAN AGUSTIN;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
SAN AGUSTIN;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
SAN AGUSTIN;Pediluvio disponible y operativo;nan
SAN AGUSTIN;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
SAN AGUSTIN;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
SAN AGUSTIN;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
DEMETRIO;Arco de desinfección cumple a cabalidad con su función;Si
DEMETRIO;Cámara de fumigación cumple a cabalidad su función;Si
